7450-120329
OS REV: 1.05 Sensor Cal: 1630427533
Time (sec),  BV (Volts),  T (deg C),  DO (mg/l),  Q ()
1653657540,+3.45,+12.447, +9.558,+0.992
1653657840,+3.45,+12.456, +9.556,+0.991
1653658140,+3.45,+12.509, +9.544,+0.991
1653658440,+3.45,+12.483, +9.595,+0.991
1653658740,+3.45,+12.783, +9.503,+0.993
1653659040,+3.45,+15.027, +8.936,+0.991
1653659340,+3.45,+16.285, +8.688,+0.990
1653659640,+3.44,+16.804, +8.556,+0.991
1653659940,+3.44,+16.727, +8.586,+0.991
1653660240,+3.44,+16.592, +8.612,+0.991
1653660540,+3.44,+16.447, +8.648,+0.991
1653660840,+3.45,+16.311, +8.671,+0.991
1653661140,+3.45,+16.209, +8.691,+0.991
1653661440,+3.45,+16.140, +8.705,+0.991
1653661740,+3.45,+16.072, +8.721,+0.991
1653662040,+3.45,+16.038, +8.729,+0.991
1653662340,+3.45,+16.012, +8.735,+0.991
1653662640,+3.45,+15.987, +8.738,+0.991
1653662940,+3.45,+15.978, +8.740,+0.991
1653663240,+3.45,+15.987, +8.742,+0.991
1653663540,+3.45,+16.081, +8.726,+0.993
1653663840,+3.45,+16.965, +8.597,+0.978
1653664140,+3.44,+17.329, +8.527,+0.977
