"Plot Title: 2022spring-20078558-logger_comparison"
"#","Date","Time, GMT-06:00","DO conc, mg/L (LGR S/N: 20078558, SEN S/N: 20078558)","Temp, °C (LGR S/N: 20078558, SEN S/N: 20078558)","Coupler Attached (LGR S/N: 20078558)","Host Connected (LGR S/N: 20078558)","Stopped (LGR S/N: 20078558)","End Of File (LGR S/N: 20078558)"
1,05/26/22,04:00:00  PM,8.75,21.26,,,,
2,05/26/22,04:05:00  PM,8.72,21.62,,,,
3,05/26/22,04:10:00  PM,8.68,21.54,,,,
4,05/26/22,04:15:00  PM,8.72,21.46,,,,
5,05/26/22,04:20:00  PM,9.95,17.66,,,,
6,05/26/22,04:25:00  PM,10.57,16.04,,,,
7,05/26/22,04:30:00  PM,10.74,15.48,,,,
8,05/26/22,04:35:00  PM,10.70,15.22,,,,
9,05/26/22,04:40:00  PM,10.72,15.14,,,,
10,05/26/22,04:45:00  PM,10.77,15.24,,,,
11,05/26/22,04:50:00  PM,10.90,15.38,,,,
12,05/26/22,04:55:00  PM,10.86,15.44,,,,
13,05/26/22,05:00:00  PM,10.84,15.48,,,,
14,05/26/22,05:05:00  PM,10.79,15.52,,,,
15,05/26/22,05:10:00  PM,10.69,15.52,,,,
16,05/26/22,05:15:00  PM,10.70,15.52,,,,
17,05/26/22,05:20:00  PM,10.62,15.52,,,,
18,05/26/22,05:25:00  PM,10.63,15.58,,,,
19,05/26/22,05:30:00  PM,10.58,15.66,,,,
20,05/26/22,05:35:00  PM,10.55,15.70,,,,
21,05/26/22,05:40:00  PM,10.50,15.72,,,,
22,05/26/22,05:45:00  PM,10.58,15.70,,,,
23,05/26/22,05:50:00  PM,10.57,15.68,,,,
24,05/26/22,05:55:00  PM,10.81,15.66,,,,
25,05/26/22,06:00:00  PM,10.71,15.66,,,,
26,05/26/22,06:05:00  PM,10.78,15.66,,,,
27,05/26/22,06:10:00  PM,10.76,15.66,,,,
28,05/26/22,06:15:00  PM,10.72,15.66,,,,
29,05/26/22,06:20:00  PM,10.66,15.68,,,,
30,05/26/22,06:25:00  PM,10.62,15.66,,,,
31,05/26/22,06:30:00  PM,10.95,15.66,,,,
32,05/26/22,06:35:00  PM,10.90,15.64,,,,
33,05/26/22,06:40:00  PM,10.85,15.64,,,,
34,05/26/22,06:45:00  PM,10.75,15.58,,,,
35,05/26/22,06:50:00  PM,10.81,15.54,,,,
36,05/26/22,06:55:00  PM,10.83,15.54,,,,
37,05/26/22,07:00:00  PM,10.82,15.54,,,,
38,05/26/22,07:05:00  PM,10.90,15.52,,,,
39,05/26/22,07:10:00  PM,10.93,15.52,,,,
40,05/26/22,07:15:00  PM,10.81,15.50,,,,
41,05/26/22,07:20:00  PM,10.74,15.48,,,,
42,05/26/22,07:25:00  PM,10.73,15.46,,,,
43,05/26/22,07:30:00  PM,10.83,15.42,,,,
44,05/26/22,07:35:00  PM,10.74,15.42,,,,
45,05/26/22,07:40:00  PM,10.68,15.38,,,,
46,05/26/22,07:45:00  PM,10.75,15.30,,,,
47,05/26/22,07:50:00  PM,10.61,15.26,,,,
48,05/26/22,07:55:00  PM,10.66,15.24,,,,
49,05/26/22,08:00:00  PM,10.63,15.22,,,,
50,05/26/22,08:05:00  PM,10.62,15.20,,,,
51,05/26/22,08:10:00  PM,10.58,15.18,,,,
52,05/26/22,08:15:00  PM,10.58,15.18,,,,
53,05/26/22,08:20:00  PM,10.62,15.14,,,,
54,05/26/22,08:25:00  PM,10.62,15.12,,,,
55,05/26/22,08:30:00  PM,10.57,15.10,,,,
56,05/26/22,08:35:00  PM,10.62,15.10,,,,
57,05/26/22,08:40:00  PM,10.60,15.08,,,,
58,05/26/22,08:45:00  PM,10.56,15.08,,,,
59,05/26/22,08:50:00  PM,10.51,15.08,,,,
60,05/26/22,08:55:00  PM,10.56,15.06,,,,
61,05/26/22,09:00:00  PM,10.62,15.04,,,,
62,05/26/22,09:05:00  PM,10.54,15.04,,,,
63,05/26/22,09:10:00  PM,10.55,15.02,,,,
64,05/26/22,09:15:00  PM,10.52,14.98,,,,
65,05/26/22,09:20:00  PM,10.54,14.96,,,,
66,05/26/22,09:25:00  PM,10.48,14.94,,,,
67,05/26/22,09:30:00  PM,10.53,14.92,,,,
68,05/26/22,09:35:00  PM,10.53,14.90,,,,
69,05/26/22,09:40:00  PM,10.55,14.86,,,,
70,05/26/22,09:45:00  PM,10.54,14.82,,,,
71,05/26/22,09:50:00  PM,10.50,14.80,,,,
72,05/26/22,09:55:00  PM,10.51,14.78,,,,
73,05/26/22,10:00:00  PM,10.49,14.76,,,,
74,05/26/22,10:05:00  PM,10.51,14.78,,,,
75,05/26/22,10:10:00  PM,10.48,14.74,,,,
76,05/26/22,10:15:00  PM,10.45,14.70,,,,
77,05/26/22,10:20:00  PM,10.45,14.64,,,,
78,05/26/22,10:25:00  PM,10.54,14.60,,,,
79,05/26/22,10:30:00  PM,10.53,14.58,,,,
80,05/26/22,10:35:00  PM,10.54,14.58,,,,
81,05/26/22,10:40:00  PM,10.53,14.56,,,,
82,05/26/22,10:45:00  PM,10.49,14.50,,,,
83,05/26/22,10:50:00  PM,10.70,14.42,,,,
84,05/26/22,10:55:00  PM,10.51,14.36,,,,
85,05/26/22,11:00:00  PM,10.52,14.30,,,,
86,05/26/22,11:05:00  PM,10.58,14.28,,,,
87,05/26/22,11:10:00  PM,10.51,14.28,,,,
88,05/26/22,11:15:00  PM,10.54,14.32,,,,
89,05/26/22,11:20:00  PM,10.49,14.34,,,,
90,05/26/22,11:25:00  PM,10.55,14.34,,,,
91,05/26/22,11:30:00  PM,10.55,14.32,,,,
92,05/26/22,11:35:00  PM,10.54,14.28,,,,
93,05/26/22,11:40:00  PM,10.55,14.22,,,,
94,05/26/22,11:45:00  PM,10.57,14.16,,,,
95,05/26/22,11:50:00  PM,10.59,14.12,,,,
96,05/26/22,11:55:00  PM,10.60,14.08,,,,
97,05/27/22,12:00:00  AM,10.59,14.04,,,,
98,05/27/22,12:05:00  AM,10.61,14.02,,,,
99,05/27/22,12:10:00  AM,10.57,13.98,,,,
100,05/27/22,12:15:00  AM,10.58,13.92,,,,
101,05/27/22,12:20:00  AM,10.63,13.86,,,,
102,05/27/22,12:25:00  AM,10.67,13.82,,,,
103,05/27/22,12:30:00  AM,10.60,13.82,,,,
104,05/27/22,12:35:00  AM,10.57,13.84,,,,
105,05/27/22,12:40:00  AM,10.62,13.82,,,,
106,05/27/22,12:45:00  AM,10.60,13.78,,,,
107,05/27/22,12:50:00  AM,10.65,13.74,,,,
108,05/27/22,12:55:00  AM,10.65,13.70,,,,
109,05/27/22,01:00:00  AM,10.66,13.68,,,,
110,05/27/22,01:05:00  AM,10.65,13.66,,,,
111,05/27/22,01:10:00  AM,10.62,13.64,,,,
112,05/27/22,01:15:00  AM,10.66,13.62,,,,
113,05/27/22,01:20:00  AM,10.66,13.58,,,,
114,05/27/22,01:25:00  AM,10.67,13.54,,,,
115,05/27/22,01:30:00  AM,10.69,13.52,,,,
116,05/27/22,01:35:00  AM,10.69,13.48,,,,
117,05/27/22,01:40:00  AM,10.68,13.46,,,,
118,05/27/22,01:45:00  AM,10.62,13.42,,,,
119,05/27/22,01:50:00  AM,10.67,13.38,,,,
120,05/27/22,01:55:00  AM,10.63,13.36,,,,
121,05/27/22,02:00:00  AM,10.63,13.32,,,,
122,05/27/22,02:05:00  AM,10.71,13.30,,,,
123,05/27/22,02:10:00  AM,10.70,13.28,,,,
124,05/27/22,02:15:00  AM,10.67,13.26,,,,
125,05/27/22,02:20:00  AM,10.69,13.24,,,,
126,05/27/22,02:25:00  AM,10.69,13.22,,,,
127,05/27/22,02:30:00  AM,10.67,13.22,,,,
128,05/27/22,02:35:00  AM,10.69,13.24,,,,
129,05/27/22,02:40:00  AM,10.65,13.22,,,,
130,05/27/22,02:45:00  AM,10.67,13.20,,,,
131,05/27/22,02:50:00  AM,10.66,13.20,,,,
132,05/27/22,02:55:00  AM,10.69,13.20,,,,
133,05/27/22,03:00:00  AM,10.70,13.18,,,,
134,05/27/22,03:05:00  AM,10.69,13.18,,,,
135,05/27/22,03:10:00  AM,10.72,13.16,,,,
136,05/27/22,03:15:00  AM,10.71,13.14,,,,
137,05/27/22,03:20:00  AM,10.76,13.12,,,,
138,05/27/22,03:25:00  AM,10.74,13.12,,,,
139,05/27/22,03:30:00  AM,10.69,13.08,,,,
140,05/27/22,03:35:00  AM,10.66,13.06,,,,
141,05/27/22,03:40:00  AM,10.70,13.06,,,,
142,05/27/22,03:45:00  AM,10.74,13.04,,,,
143,05/27/22,03:50:00  AM,10.74,13.02,,,,
144,05/27/22,03:55:00  AM,10.74,12.98,,,,
145,05/27/22,04:00:00  AM,10.71,12.96,,,,
146,05/27/22,04:05:00  AM,10.66,12.94,,,,
147,05/27/22,04:10:00  AM,10.70,12.94,,,,
148,05/27/22,04:15:00  AM,10.73,12.92,,,,
149,05/27/22,04:20:00  AM,10.70,12.92,,,,
150,05/27/22,04:25:00  AM,10.65,12.90,,,,
151,05/27/22,04:30:00  AM,10.70,12.88,,,,
152,05/27/22,04:35:00  AM,10.70,12.86,,,,
153,05/27/22,04:40:00  AM,10.68,12.84,,,,
154,05/27/22,04:45:00  AM,10.68,12.82,,,,
155,05/27/22,04:50:00  AM,10.71,12.80,,,,
156,05/27/22,04:55:00  AM,10.67,12.80,,,,
157,05/27/22,05:00:00  AM,10.71,12.78,,,,
158,05/27/22,05:05:00  AM,10.67,12.76,,,,
159,05/27/22,05:10:00  AM,10.73,12.74,,,,
160,05/27/22,05:15:00  AM,10.74,12.62,,,,
161,05/27/22,05:20:00  AM,10.83,12.64,,,,
162,05/27/22,05:25:00  AM,10.71,12.62,,,,
163,05/27/22,05:30:00  AM,10.74,12.54,,,,
164,05/27/22,05:35:00  AM,10.85,12.50,,,,
165,05/27/22,05:40:00  AM,10.78,12.52,,,,
166,05/27/22,05:45:00  AM,10.84,12.44,,,,
167,05/27/22,05:50:00  AM,10.86,12.44,,,,
168,05/27/22,05:55:00  AM,10.78,12.44,,,,
169,05/27/22,06:00:00  AM,11.00,12.38,,,,
170,05/27/22,06:05:00  AM,10.91,12.36,,,,
171,05/27/22,06:10:00  AM,10.86,12.38,,,,
172,05/27/22,06:15:00  AM,10.84,12.38,,,,
173,05/27/22,06:20:00  AM,10.84,12.40,,,,
174,05/27/22,06:25:00  AM,10.79,12.40,,,,
175,05/27/22,06:30:00  AM,10.91,12.40,,,,
176,05/27/22,06:35:00  AM,10.93,12.40,,,,
177,05/27/22,06:40:00  AM,10.95,12.40,,,,
178,05/27/22,06:45:00  AM,10.84,12.42,,,,
179,05/27/22,06:50:00  AM,10.83,12.44,,,,
180,05/27/22,06:55:00  AM,10.76,12.42,,,,
181,05/27/22,07:00:00  AM,10.88,12.40,,,,
182,05/27/22,07:05:00  AM,10.77,12.46,,,,
183,05/27/22,07:10:00  AM,10.72,12.62,,,,
184,05/27/22,07:15:00  AM,10.69,12.64,,,,
185,05/27/22,07:20:00  AM,10.70,12.68,,,,
186,05/27/22,07:25:00  AM,10.67,12.68,,,,
187,05/27/22,07:30:00  AM,10.73,12.66,,,,
188,05/27/22,07:35:00  AM,10.70,12.60,,,,
189,05/27/22,07:40:00  AM,10.24,13.46,,,,
190,05/27/22,07:45:00  AM,9.85,15.40,,,,
191,05/27/22,07:50:00  AM,9.74,16.06,,,,
192,05/27/22,07:55:00  AM,9.72,16.26,,,,
193,05/27/22,08:00:00  AM,9.70,16.26,,,,
194,05/27/22,08:05:00  AM,9.68,16.22,,,,
195,05/27/22,08:10:00  AM,9.70,16.16,,,,
196,05/27/22,08:15:00  AM,9.70,16.10,,,,
197,05/27/22,08:20:00  AM,9.71,16.06,,,,
198,05/27/22,08:25:00  AM,9.71,16.04,,,,
199,05/27/22,08:30:00  AM,9.71,16.02,,,,
200,05/27/22,08:35:00  AM,9.71,16.02,,,,
201,05/27/22,08:40:00  AM,9.71,16.02,,,,
202,05/27/22,08:45:00  AM,9.70,16.04,,,,
203,05/27/22,08:50:00  AM,9.70,16.06,,,,
204,05/27/22,08:55:00  AM,9.68,16.08,,,,
205,05/27/22,09:00:00  AM,9.62,16.32,,,,
206,05/27/22,09:02:45  AM,,,Logged,,,
207,05/27/22,09:02:47  AM,,,,Logged,,
208,05/27/22,09:02:49  AM,,,,,Logged,Logged
