"Plot Title: 2022spring-10922212-logger_comparison"
"#","Date","Time, GMT-06:00","DO conc, mg/L (LGR S/N: 10922212, SEN S/N: 10922212)","Temp, °C (LGR S/N: 10922212, SEN S/N: 10922212)","Coupler Attached (LGR S/N: 10922212)","Host Connected (LGR S/N: 10922212)","Stopped (LGR S/N: 10922212)","End Of File (LGR S/N: 10922212)"
1,05/26/22,04:00:00  PM,8.67,21.02,,,,
2,05/26/22,04:05:00  PM,8.57,21.06,,,,
3,05/26/22,04:10:00  PM,8.54,21.10,,,,
4,05/26/22,04:15:00  PM,8.51,21.14,,,,
5,05/26/22,04:20:00  PM,8.56,21.20,,,,
6,05/26/22,04:25:00  PM,8.98,19.76,,,,
7,05/26/22,04:30:00  PM,10.26,16.78,,,,
8,05/26/22,04:35:00  PM,10.58,15.76,,,,
9,05/26/22,04:40:00  PM,10.71,15.40,,,,
10,05/26/22,04:45:00  PM,10.76,15.42,,,,
11,05/26/22,04:50:00  PM,10.93,15.48,,,,
12,05/26/22,04:55:00  PM,10.90,15.52,,,,
13,05/26/22,05:00:00  PM,10.87,15.54,,,,
14,05/26/22,05:05:00  PM,10.76,15.54,,,,
15,05/26/22,05:10:00  PM,10.65,15.52,,,,
16,05/26/22,05:15:00  PM,10.66,15.52,,,,
17,05/26/22,05:20:00  PM,10.70,15.54,,,,
18,05/26/22,05:25:00  PM,10.65,15.62,,,,
19,05/26/22,05:30:00  PM,10.67,15.70,,,,
20,05/26/22,05:35:00  PM,10.63,15.74,,,,
21,05/26/22,05:40:00  PM,10.61,15.72,,,,
22,05/26/22,05:45:00  PM,10.64,15.70,,,,
23,05/26/22,05:50:00  PM,10.62,15.68,,,,
24,05/26/22,05:55:00  PM,10.89,15.68,,,,
25,05/26/22,06:00:00  PM,10.85,15.68,,,,
26,05/26/22,06:05:00  PM,10.89,15.68,,,,
27,05/26/22,06:10:00  PM,10.89,15.70,,,,
28,05/26/22,06:15:00  PM,10.84,15.70,,,,
29,05/26/22,06:20:00  PM,10.79,15.70,,,,
30,05/26/22,06:25:00  PM,10.76,15.70,,,,
31,05/26/22,06:30:00  PM,10.88,15.68,,,,
32,05/26/22,06:35:00  PM,10.84,15.68,,,,
33,05/26/22,06:40:00  PM,10.71,15.64,,,,
34,05/26/22,06:45:00  PM,10.71,15.60,,,,
35,05/26/22,06:50:00  PM,10.68,15.58,,,,
36,05/26/22,06:55:00  PM,10.76,15.58,,,,
37,05/26/22,07:00:00  PM,10.71,15.58,,,,
38,05/26/22,07:05:00  PM,10.83,15.58,,,,
39,05/26/22,07:10:00  PM,10.85,15.56,,,,
40,05/26/22,07:15:00  PM,10.82,15.54,,,,
41,05/26/22,07:20:00  PM,10.74,15.54,,,,
42,05/26/22,07:25:00  PM,10.65,15.50,,,,
43,05/26/22,07:30:00  PM,10.73,15.46,,,,
44,05/26/22,07:35:00  PM,10.64,15.44,,,,
45,05/26/22,07:40:00  PM,10.68,15.38,,,,
46,05/26/22,07:45:00  PM,10.62,15.32,,,,
47,05/26/22,07:50:00  PM,10.68,15.30,,,,
48,05/26/22,07:55:00  PM,10.77,15.28,,,,
49,05/26/22,08:00:00  PM,10.72,15.26,,,,
50,05/26/22,08:05:00  PM,10.74,15.24,,,,
51,05/26/22,08:10:00  PM,10.62,15.24,,,,
52,05/26/22,08:15:00  PM,10.59,15.22,,,,
53,05/26/22,08:20:00  PM,10.58,15.22,,,,
