"Plot Title: 2022spring-20342004-logger_comparison"
"#","Date","Time, GMT-06:00","DO conc, mg/L (LGR S/N: 20342004, SEN S/N: 20342004)","Temp, °C (LGR S/N: 20342004, SEN S/N: 20342004)","Coupler Attached (LGR S/N: 20342004)","Host Connected (LGR S/N: 20342004)","Stopped (LGR S/N: 20342004)","End Of File (LGR S/N: 20342004)"
1,05/26/22,04:00:00  PM,9.08,20.22,,,,
2,05/26/22,04:05:00  PM,9.04,20.56,,,,
3,05/26/22,04:10:00  PM,8.97,20.82,,,,
4,05/26/22,04:15:00  PM,8.92,21.00,,,,
5,05/26/22,04:20:00  PM,9.53,19.44,,,,
6,05/26/22,04:25:00  PM,10.61,16.56,,,,
7,05/26/22,04:30:00  PM,10.96,15.66,,,,
8,05/26/22,04:35:00  PM,11.06,15.30,,,,
9,05/26/22,04:40:00  PM,11.08,15.18,,,,
10,05/26/22,04:45:00  PM,11.15,15.28,,,,
11,05/26/22,04:50:00  PM,11.19,15.38,,,,
12,05/26/22,04:55:00  PM,11.17,15.46,,,,
13,05/26/22,05:00:00  PM,11.10,15.50,,,,
14,05/26/22,05:05:00  PM,11.07,15.52,,,,
15,05/26/22,05:10:00  PM,11.01,15.50,,,,
16,05/26/22,05:15:00  PM,11.04,15.50,,,,
17,05/26/22,05:20:00  PM,11.04,15.52,,,,
18,05/26/22,05:25:00  PM,11.05,15.58,,,,
19,05/26/22,05:30:00  PM,11.05,15.66,,,,
20,05/26/22,05:35:00  PM,11.04,15.70,,,,
21,05/26/22,05:40:00  PM,11.04,15.70,,,,
22,05/26/22,05:45:00  PM,11.00,15.68,,,,
23,05/26/22,05:50:00  PM,10.99,15.66,,,,
24,05/26/22,05:55:00  PM,11.07,15.66,,,,
25,05/26/22,06:00:00  PM,11.08,15.66,,,,
26,05/26/22,06:05:00  PM,11.11,15.66,,,,
27,05/26/22,06:10:00  PM,11.05,15.66,,,,
28,05/26/22,06:15:00  PM,11.02,15.68,,,,
29,05/26/22,06:20:00  PM,10.96,15.68,,,,
30,05/26/22,06:25:00  PM,10.96,15.68,,,,
31,05/26/22,06:30:00  PM,11.15,15.66,,,,
32,05/26/22,06:35:00  PM,11.08,15.66,,,,
33,05/26/22,06:40:00  PM,11.01,15.66,,,,
34,05/26/22,06:45:00  PM,10.81,15.58,,,,
35,05/26/22,06:50:00  PM,11.00,15.56,,,,
36,05/26/22,06:55:00  PM,11.08,15.56,,,,
37,05/26/22,07:00:00  PM,11.10,15.56,,,,
38,05/26/22,07:05:00  PM,11.07,15.56,,,,
39,05/26/22,07:10:00  PM,11.11,15.54,,,,
40,05/26/22,07:15:00  PM,11.06,15.52,,,,
41,05/26/22,07:20:00  PM,11.00,15.50,,,,
42,05/26/22,07:25:00  PM,10.93,15.48,,,,
43,05/26/22,07:30:00  PM,10.96,15.44,,,,
44,05/26/22,07:35:00  PM,10.98,15.42,,,,
45,05/26/22,07:40:00  PM,10.96,15.38,,,,
46,05/26/22,07:45:00  PM,11.00,15.30,,,,
47,05/26/22,07:50:00  PM,10.89,15.28,,,,
48,05/26/22,07:55:00  PM,10.96,15.24,,,,
49,05/26/22,08:00:00  PM,11.05,15.22,,,,
50,05/26/22,08:05:00  PM,10.95,15.22,,,,
51,05/26/22,08:10:00  PM,10.86,15.20,,,,
52,05/26/22,08:15:00  PM,10.81,15.20,,,,
53,05/26/22,08:20:00  PM,10.80,15.20,,,,
54,05/26/22,08:25:00  PM,10.78,15.18,,,,
55,05/26/22,08:30:00  PM,10.73,15.16,,,,
56,05/26/22,08:35:00  PM,10.76,15.16,,,,
57,05/26/22,08:40:00  PM,10.82,15.16,,,,
58,05/26/22,08:45:00  PM,10.83,15.16,,,,
59,05/26/22,08:50:00  PM,10.78,15.14,,,,
60,05/26/22,08:55:00  PM,10.86,15.12,,,,
61,05/26/22,09:00:00  PM,10.81,15.10,,,,
62,05/26/22,09:05:00  PM,10.83,15.08,,,,
63,05/26/22,09:10:00  PM,10.87,15.06,,,,
64,05/26/22,09:15:00  PM,10.82,15.04,,,,
65,05/26/22,09:20:00  PM,10.76,15.02,,,,
66,05/26/22,09:25:00  PM,10.72,14.98,,,,
67,05/26/22,09:30:00  PM,10.76,14.96,,,,
68,05/26/22,09:35:00  PM,10.79,14.94,,,,
69,05/26/22,09:40:00  PM,10.77,14.92,,,,
70,05/26/22,09:45:00  PM,10.70,14.90,,,,
71,05/26/22,09:50:00  PM,10.71,14.88,,,,
72,05/26/22,09:55:00  PM,10.76,14.86,,,,
73,05/26/22,10:00:00  PM,10.72,14.84,,,,
74,05/26/22,10:05:00  PM,10.77,14.82,,,,
75,05/26/22,10:10:00  PM,10.75,14.80,,,,
76,05/26/22,10:15:00  PM,10.70,14.76,,,,
77,05/26/22,10:20:00  PM,10.79,14.60,,,,
78,05/26/22,10:25:00  PM,10.83,14.62,,,,
79,05/26/22,10:30:00  PM,10.79,14.62,,,,
80,05/26/22,10:35:00  PM,10.77,14.64,,,,
81,05/26/22,10:40:00  PM,10.71,14.60,,,,
82,05/26/22,10:45:00  PM,10.73,14.52,,,,
83,05/26/22,10:50:00  PM,10.81,14.42,,,,
84,05/26/22,10:55:00  PM,10.81,14.34,,,,
85,05/26/22,11:00:00  PM,10.69,14.30,,,,
86,05/26/22,11:05:00  PM,10.81,14.32,,,,
87,05/26/22,11:10:00  PM,10.73,14.36,,,,
88,05/26/22,11:15:00  PM,10.72,14.40,,,,
89,05/26/22,11:20:00  PM,10.69,14.38,,,,
90,05/26/22,11:25:00  PM,10.77,14.40,,,,
91,05/26/22,11:30:00  PM,10.76,14.38,,,,
92,05/26/22,11:35:00  PM,10.69,14.34,,,,
93,05/26/22,11:40:00  PM,10.70,14.22,,,,
94,05/26/22,11:45:00  PM,10.76,14.18,,,,
95,05/26/22,11:50:00  PM,10.79,14.18,,,,
96,05/26/22,11:55:00  PM,10.81,14.14,,,,
97,05/27/22,12:00:00  AM,10.82,14.14,,,,
98,05/27/22,12:05:00  AM,10.79,14.10,,,,
99,05/27/22,12:10:00  AM,10.79,14.06,,,,
100,05/27/22,12:15:00  AM,10.77,13.98,,,,
101,05/27/22,12:20:00  AM,10.83,13.94,,,,
102,05/27/22,12:25:00  AM,10.83,13.92,,,,
103,05/27/22,12:30:00  AM,10.79,13.92,,,,
104,05/27/22,12:35:00  AM,10.79,13.92,,,,
105,05/27/22,12:40:00  AM,10.79,13.88,,,,
106,05/27/22,12:45:00  AM,10.82,13.84,,,,
107,05/27/22,12:50:00  AM,10.91,13.78,,,,
108,05/27/22,12:55:00  AM,10.88,13.76,,,,
109,05/27/22,01:00:00  AM,10.87,13.76,,,,
110,05/27/22,01:05:00  AM,10.81,13.74,,,,
111,05/27/22,01:10:00  AM,10.82,13.72,,,,
112,05/27/22,01:15:00  AM,10.87,13.70,,,,
113,05/27/22,01:20:00  AM,10.92,13.66,,,,
114,05/27/22,01:25:00  AM,10.92,13.64,,,,
115,05/27/22,01:30:00  AM,10.87,13.62,,,,
116,05/27/22,01:35:00  AM,10.87,13.58,,,,
117,05/27/22,01:40:00  AM,10.86,13.56,,,,
118,05/27/22,01:45:00  AM,10.87,13.50,,,,
119,05/27/22,01:50:00  AM,10.90,13.46,,,,
120,05/27/22,01:55:00  AM,10.91,13.44,,,,
121,05/27/22,02:00:00  AM,10.88,13.40,,,,
122,05/27/22,02:05:00  AM,10.98,13.36,,,,
123,05/27/22,02:10:00  AM,10.89,13.34,,,,
124,05/27/22,02:15:00  AM,10.92,13.32,,,,
125,05/27/22,02:20:00  AM,10.98,13.30,,,,
126,05/27/22,02:25:00  AM,10.95,13.30,,,,
127,05/27/22,02:30:00  AM,10.88,13.32,,,,
128,05/27/22,02:35:00  AM,10.95,13.32,,,,
129,05/27/22,02:40:00  AM,10.90,13.26,,,,
130,05/27/22,02:45:00  AM,10.93,13.26,,,,
131,05/27/22,02:50:00  AM,10.87,13.24,,,,
132,05/27/22,02:55:00  AM,10.90,13.24,,,,
133,05/27/22,03:00:00  AM,10.78,13.26,,,,
134,05/27/22,03:05:00  AM,10.96,13.24,,,,
135,05/27/22,03:10:00  AM,10.96,13.24,,,,
136,05/27/22,03:15:00  AM,10.91,13.22,,,,
137,05/27/22,03:20:00  AM,10.98,13.20,,,,
138,05/27/22,03:25:00  AM,10.96,13.18,,,,
139,05/27/22,03:30:00  AM,10.95,13.16,,,,
140,05/27/22,03:35:00  AM,10.91,13.14,,,,
